"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GSN.1",4.78459616332021e-07,0.532403153023419,0.135,0.045,0.00656159517837734,"NK","GSN"
"RASAL3.2",5.41403407150217e-07,0.645819322505398,0.236,0.11,0.00742480632565808,"NK","RASAL3"
"LCP1.4",5.98740926450416e-07,0.743756916812589,0.527,0.377,0.00821113306534101,"NK","LCP1"
"DPM2",6.03341426310135e-07,0.566154653473842,0.182,0.072,0.0082742243204172,"NK","DPM2"
"ACP1",6.146209860167e-07,0.70692788158556,0.378,0.226,0.00842891220223303,"NK","ACP1"
"HMGN3.1",6.55713715419352e-07,0.604538253621965,0.385,0.229,0.00899245789326099,"NK","HMGN3"
"ACTR3.3",6.65646641910799e-07,0.532235462398952,0.554,0.402,0.0091286780471647,"NK","ACTR3"
"MAPK1.1",6.7833645920981e-07,0.623129506332183,0.209,0.091,0.00930270620160333,"NK","MAPK1"
"SEPW1.1",6.97483597532293e-07,0.526357046786882,0.399,0.245,0.00956529005655786,"NK","SEPW1"
"MIEN1.2",7.08216956250438e-07,0.63393794422998,0.318,0.172,0.0097124873380185,"NK","MIEN1"
"RBM8A",7.13506865547254e-07,0.833453960161604,0.466,0.306,0.00978503315411504,"NK","RBM8A"
"DENND2D.5",7.44406251890802e-07,0.816053509727521,0.297,0.152,0.0102087873384305,"NK","DENND2D"
"PDIA6.1",8.71617522797727e-07,0.596877670000387,0.378,0.23,0.011953362707648,"NK","PDIA6"
"SPCS2.4",9.04792387910203e-07,0.568955263174208,0.439,0.294,0.0124083228078005,"NK","SPCS2"
"LSM1.1",9.1132161744586e-07,0.633980835209362,0.291,0.148,0.0124978646616525,"NK","LSM1"
"TADA3",9.72496100900793e-07,0.585643389416299,0.243,0.114,0.0133368115277535,"NK","TADA3"
"TMEM43",1.04898946388271e-06,0.535650254058818,0.135,0.046,0.0143858415076875,"NK","TMEM43"
"PGAM1.4",1.08371452409012e-06,0.654385390161542,0.372,0.228,0.0148620609833719,"NK","PGAM1"
"FGR.6",1.12673788009478e-06,0.885860374005901,0.358,0.205,0.0154520832876198,"NK","FGR"
"CNPY2",1.26122850113362e-06,0.634113294044758,0.311,0.17,0.0172964876645464,"NK","CNPY2"
"TBC1D10C.1",1.42857837580984e-06,0.549954002667158,0.446,0.292,0.0195915238458561,"NK","TBC1D10C"
"CD97.4",1.43060264607675e-06,0.658765075346663,0.365,0.216,0.0196192846882965,"NK","CD97"
"MAP1LC3B.1",1.48830588927095e-06,0.561278560400333,0.392,0.242,0.0204106269654618,"NK","MAP1LC3B"
"TSPAN32",1.51457899855556e-06,0.688299311076048,0.189,0.082,0.0207709363861909,"NK","TSPAN32"
"HSP90AA1.4",1.57032511854442e-06,0.674892664618544,0.642,0.527,0.0215354386757181,"NK","HSP90AA1"
"MSN.4",1.86640062589915e-06,0.626379433674238,0.432,0.275,0.025595818183581,"NK","MSN"
"C19orf10.1",1.91293977445789e-06,0.720905091537943,0.351,0.209,0.0262340560669155,"NK","C19orf10"
"PITPNC1",2.30049583005059e-06,0.566796023064869,0.176,0.073,0.0315489998133139,"NK","PITPNC1"
"GOLGA7.2",2.30955693637242e-06,0.534228300972415,0.277,0.149,0.0316732638254113,"NK","GOLGA7"
"NOP10.5",2.34489989700284e-06,0.598463124404813,0.439,0.286,0.032157957187497,"NK","NOP10"
"MRPL28.2",2.40616418977717e-06,0.590338032990526,0.216,0.097,0.0329981356986041,"NK","MRPL28"
"ZFAND6.3",2.50848553698105e-06,0.613141832471087,0.291,0.157,0.0344013706541582,"NK","ZFAND6"
"SRI.2",2.64350935867275e-06,0.508640720437971,0.412,0.257,0.0362530873448382,"NK","SRI"
"APOBR",2.69532905154943e-06,0.508817931517509,0.115,0.038,0.0369637426129489,"NK","APOBR"
"DIAPH1",2.76392888146388e-06,0.503840715400771,0.189,0.083,0.0379045206803957,"NK","DIAPH1"
"OSTF1.3",2.78157524790957e-06,0.699346239244087,0.453,0.3,0.0381465229498318,"NK","OSTF1"
"EMP3.4",2.80511293003372e-06,0.536747316629544,0.858,0.724,0.0384693187224825,"NK","EMP3"
"RAB37",2.81740523395818e-06,0.58864409819063,0.149,0.056,0.0386378953785024,"NK","RAB37"
"PREX1",2.84209963840572e-06,0.535237544060742,0.155,0.06,0.038976554441096,"NK","PREX1"
"RAB7A.2",3.23316747150318e-06,0.568329569231577,0.446,0.303,0.0443396587041946,"NK","RAB7A"
"DNAJB6.1",3.58403958336568e-06,0.507139468068338,0.318,0.176,0.049151518846277,"NK","DNAJB6"
"FCER1A",1.42858272580019e-267,3.86881205707472,0.833,0.009,1.95915835016238e-263,"DC","FCER1A"
"SERPINF1",3.99460872330309e-213,1.64151874175335,0.472,0.002,5.47820640313786e-209,"DC","SERPINF1"
"CLEC10A",2.92632134742007e-160,2.54806219362885,0.694,0.014,4.01315709585188e-156,"DC","CLEC10A"
"ENHO",1.47168245882954e-121,1.37980461631518,0.389,0.005,2.01826532403884e-117,"DC","ENHO"
"CLIC2",5.64380925130795e-94,0.602136112142309,0.25,0.002,7.73992000724373e-90,"DC","CLIC2"
"CLEC4C",6.36331209154531e-74,0.880252482502224,0.167,0.001,8.72664620234524e-70,"DC","CLEC4C"
"CD1C",1.27109771919963e-71,1.72228247727015,0.5,0.02,1.74318341211037e-67,"DC","CD1C"
"RP6-91H8.3",4.55726303001103e-69,0.604973272459733,0.222,0.003,6.24983051935713e-65,"DC","RP6-91H8.3"
"GAS6",1.39619520819363e-66,0.61821498343559,0.194,0.002,1.91474210851675e-62,"DC","GAS6"
"CACNA2D3",1.9161215264158e-54,0.777427103660632,0.361,0.013,2.62776906132663e-50,"DC","CACNA2D3"
"HLA-DQB2.1",2.83334060691356e-45,0.841522678937354,0.417,0.022,3.88564330832126e-41,"DC","HLA-DQB2"
"PHACTR1.1",8.27423846346337e-42,0.995272182698732,0.528,0.039,1.13472906287937e-37,"DC","PHACTR1"
"CCDC88A",1.37879555733808e-40,0.817232987816297,0.417,0.025,1.89088022733344e-36,"DC","CCDC88A"
"UPK3A",8.90211895309408e-39,0.664369631768841,0.25,0.009,1.22083659322732e-34,"DC","UPK3A"
"CD33.2",6.99918007653649e-38,1.34899227574974,0.639,0.065,9.59867555696214e-34,"DC","CD33"
"LILRA4",1.89650876094903e-37,1.43979581390084,0.139,0.002,2.6008721147655e-33,"DC","LILRA4"
"PLD4.2",3.65870033696574e-37,1.58077929002446,0.5,0.041,5.01754164211482e-33,"DC","PLD4"
"HLA-DQA2.5",5.7746422204544e-35,2.13088537582439,0.778,0.114,7.91934434113116e-31,"DC","HLA-DQA2"
"DNASE1L3",2.63531387719166e-33,1.63632338164313,0.111,0.002,3.61406945118064e-29,"DC","DNASE1L3"
"HLA-DQA1.6",3.89637991428131e-33,2.91458882472865,0.944,0.207,5.34349541444539e-29,"DC","HLA-DQA1"
"CPVL.7",7.68959262437364e-33,1.68344265780159,0.75,0.106,1.0545507325066e-28,"DC","CPVL"
"NDRG2",8.17822096672954e-33,0.76277001071546,0.306,0.017,1.12156122337729e-28,"DC","NDRG2"
"PON2",1.92363145947404e-32,0.563233691648298,0.222,0.009,2.63806818352269e-28,"DC","PON2"
"BASP1",2.30905275915878e-32,0.75391521513876,0.333,0.021,3.16663495391036e-28,"DC","BASP1"
"LGMN",2.14991651223048e-31,0.608836769443914,0.25,0.012,2.94839550487288e-27,"DC","LGMN"
"RPS6KA4",3.47628181062646e-31,0.82075409845923,0.444,0.038,4.76737287509313e-27,"DC","RPS6KA4"
"GSN.2",8.98083558845763e-31,1.12757992281266,0.472,0.044,1.23163179260108e-26,"DC","GSN"
"HLA-DOA",2.83123747841521e-30,0.566756112466656,0.278,0.015,3.88275907789861e-26,"DC","HLA-DOA"
"SULF2",1.98103566494154e-29,0.98007193587584,0.389,0.032,2.71679231090083e-25,"DC","SULF2"
"RNASE6.7",4.83699022319391e-27,1.2013851932897,0.667,0.094,6.63344839208813e-23,"DC","RNASE6"
"HLA-DQB1.5",3.46117509725114e-26,2.3305360550343,0.917,0.23,4.74665552837021e-22,"DC","HLA-DQB1"
"IL1B.1",5.60375312448549e-26,1.48389239188819,0.556,0.072,7.68498703491941e-22,"DC","IL1B"
"HLA-DMA.7",3.6989487055713e-25,1.65878282470069,0.972,0.253,5.07273825482048e-21,"DC","HLA-DMA"
"MYCL",1.00625645958863e-24,0.751807222853415,0.25,0.015,1.37998010867985e-20,"DC","MYCL"
"CD1D.1",5.877381053365e-24,0.86644791096437,0.444,0.049,8.06024037658476e-20,"DC","CD1D"
"CST3.7",6.6558841684888e-24,2.50359115526946,1,0.39,9.12787954866553e-20,"DC","CST3"
"CSF2RA.1",1.01465700212051e-23,0.753284367646686,0.333,0.029,1.39150061270807e-19,"DC","CSF2RA"
"HLA-DPA1.7",1.10677660894537e-23,2.57371865920988,1,0.484,1.51783344150768e-19,"DC","HLA-DPA1"
"KLF4.7",1.41359369219564e-23,1.26246622334916,0.667,0.111,1.9386023894771e-19,"DC","KLF4"
"HLA-DPB1.7",1.61463506665517e-23,2.80021132452478,1,0.508,2.2143105304109e-19,"DC","HLA-DPB1"
"HLA-DRB5.7",5.71517618697895e-23,2.30147761732994,0.972,0.339,7.83779262282293e-19,"DC","HLA-DRB5"
"SEMA4A.1",8.51804007399482e-23,0.67951467019746,0.361,0.035,1.16816401574765e-18,"DC","SEMA4A"
"GRN.7",1.15052360235085e-22,1.42596253877424,0.944,0.23,1.57782806826395e-18,"DC","GRN"
"HLA-DRB1.7",1.23148004929202e-22,2.53501191521927,1,0.45,1.68885173959907e-18,"DC","HLA-DRB1"
"YIF1B",2.16858503940732e-22,0.892606313900789,0.5,0.065,2.9739975230432e-18,"DC","YIF1B"
"CD302.2",2.62189364808112e-22,1.37384344483128,0.472,0.059,3.59566494897844e-18,"DC","CD302"
"HLA-DMB.6",6.31185771314074e-22,1.25866764733569,0.833,0.17,8.65608166780122e-18,"DC","HLA-DMB"
"LMO2.1",1.50358030820683e-21,0.650115994852065,0.278,0.022,2.06201003467485e-17,"DC","LMO2"
"IGSF6.7",1.76176847315683e-21,1.15498635498673,0.611,0.101,2.41608928408727e-17,"DC","IGSF6"
"P2RY13.1",3.20086416875692e-21,0.687221970631368,0.222,0.015,4.38966512103324e-17,"DC","P2RY13"
"HLA-DRA.7",5.2600501279092e-21,2.45298243166468,1,0.55,7.21363274541467e-17,"DC","HLA-DRA"
"CCDC50.1",1.75262533534046e-20,1.04541543014959,0.417,0.051,2.4035503848859e-16,"DC","CCDC50"
"LILRB4.2",3.46564344875036e-20,1.18589359191545,0.389,0.047,4.75278342561624e-16,"DC","LILRB4"
"C10orf128",3.84497713123609e-20,0.517107778655286,0.25,0.019,5.27300163777717e-16,"DC","C10orf128"
"PPP1R14A.1",8.8645286562379e-20,0.617464379554981,0.25,0.02,1.21568145991646e-15,"DC","PPP1R14A"
"GNA15",3.66671696395516e-19,0.542077054114296,0.25,0.02,5.02853564436811e-15,"DC","GNA15"
"ALDH2.6",4.21855844197482e-19,2.20844508141619,0.583,0.103,5.78533104732427e-15,"DC","ALDH2"
"CD74.5",5.75057905102678e-19,2.21935344586559,1,0.84,7.88634411057812e-15,"DC","CD74"
"ID1.1",6.2832827178161e-19,1.33415043076351,0.417,0.056,8.61689391921299e-15,"DC","ID1"
"CCR2",1.08926517273984e-18,0.567107128293734,0.222,0.017,1.49381825789542e-14,"DC","CCR2"
"SYK.3",1.27911025669155e-18,0.667306488381406,0.5,0.073,1.75417180602679e-14,"DC","SYK"
"SPATS2L",1.28932224296494e-18,0.593488390087695,0.278,0.026,1.76817652400212e-14,"DC","SPATS2L"
"AP1S2.7",2.00036697312896e-18,1.49234231759192,0.944,0.288,2.74330326694906e-14,"DC","AP1S2"
"LGALS2.6",1.49714421328914e-17,1.52213614490792,0.833,0.204,2.05318357410473e-13,"DC","LGALS2"
"CTSH.6",1.73122955080637e-17,1.09030989069501,0.75,0.169,2.37420820597585e-13,"DC","CTSH"
"ZNF385A.2",2.71260773680929e-17,0.698460810744326,0.361,0.045,3.72007025026025e-13,"DC","ZNF385A"
"STK32C",2.82425381473803e-17,0.564225519540731,0.25,0.023,3.87318168153174e-13,"DC","STK32C"
"PPP1R14B",4.45444393496858e-17,0.897664852004519,0.222,0.018,6.10882441241591e-13,"DC","PPP1R14B"
"RNF130.7",5.02142234084429e-17,1.14615697655901,0.75,0.17,6.88637859823386e-13,"DC","RNF130"
"MAFG",7.83432807757999e-17,0.526334577540625,0.222,0.018,1.07439975255932e-12,"DC","MAFG"
"TNFAIP2.2",1.13370678809637e-16,0.689142974027354,0.417,0.06,1.55476548919536e-12,"DC","TNFAIP2"
"LAP3.3",2.48825662521459e-16,0.937857257104911,0.694,0.147,3.41239513581929e-12,"DC","LAP3"
"SPINT2.5",2.86464977319626e-16,1.09328541996089,0.667,0.147,3.92858069896135e-12,"DC","SPINT2"
"FUOM.1",2.43448545772655e-15,0.807401850212081,0.417,0.065,3.33865335672618e-11,"DC","FUOM"
"FCGRT.7",2.54118500409581e-15,0.991191210414468,0.833,0.223,3.48498111461699e-11,"DC","FCGRT"
"SPI1.7",4.05002050636387e-15,1.01890166737158,0.806,0.203,5.55419812242741e-11,"DC","SPI1"
"RGS1.2",4.38045586803571e-15,0.717828964168835,0.528,0.098,6.00735717742418e-11,"DC","RGS1"
"IL13RA1",5.38039325952354e-15,0.588277477388138,0.194,0.016,7.37867131611059e-11,"DC","IL13RA1"
"TGFBI.7",7.46004400175521e-15,0.804245380435636,0.528,0.1,1.02307043440071e-10,"DC","TGFBI"
"GPX1.7",9.3064955366801e-15,1.26773017333395,1,0.413,1.27629279790031e-10,"DC","GPX1"
"H2AFY.5",1.45687679719402e-14,0.98728707538755,0.917,0.287,1.99796083967187e-10,"DC","H2AFY"
"CD86.2",1.61928184612899e-14,0.597222176964906,0.361,0.052,2.2206831237813e-10,"DC","CD86"
"LY86.6",2.24706485698521e-14,1.07997915043047,0.722,0.182,3.08162474486951e-10,"DC","LY86"
"GSTP1.5",2.38735136914213e-14,1.43562771036697,1,0.451,3.27401366764151e-10,"DC","GSTP1"
"BCL11A",2.68485624553668e-14,0.524439649557482,0.194,0.017,3.68201185512901e-10,"DC","BCL11A"
"CAPG.5",5.54323147531502e-14,1.22204954571858,0.778,0.222,7.60198764524702e-10,"DC","CAPG"
"ARF3",7.99267433457139e-14,0.61213565326666,0.472,0.085,1.09611535824312e-09,"DC","ARF3"
"LSP1.4",1.1800537423769e-13,1.05843205954768,1,0.536,1.61832570229568e-09,"DC","LSP1"
"LYZ.7",1.48742248689781e-13,1.77282184773659,0.972,0.599,2.03985119853165e-09,"DC","LYZ"
"DDAH2.1",1.6123597932096e-13,0.817045949469461,0.389,0.065,2.21119022040765e-09,"DC","DDAH2"
"CFP.7",1.78676152661692e-13,1.43237935423501,0.75,0.2,2.45036475760244e-09,"DC","CFP"
"UBL7",2.19495474784923e-13,0.575189844861174,0.472,0.086,3.01016094120043e-09,"DC","UBL7"
"TPM4.1",3.31961623740139e-13,0.541610822559817,0.583,0.123,4.55252170797227e-09,"DC","TPM4"
"FAM105A",4.70820291492733e-13,0.637369247104212,0.361,0.057,6.45682947753133e-09,"DC","FAM105A"
"MS4A6A.6",8.53438426181298e-13,0.917444041871526,0.611,0.152,1.17040545766503e-08,"DC","MS4A6A"
"MBOAT7.2",8.96976110652284e-13,0.531490895018046,0.333,0.05,1.23011303814854e-08,"DC","MBOAT7"
"RASSF4.1",1.95600739068241e-12,0.579347489579967,0.306,0.045,2.68246853558186e-08,"DC","RASSF4"
"VIM.6",2.01269915747588e-12,1.36304012068785,1,0.793,2.76021562456242e-08,"DC","VIM"
"IFI30.7",2.25398983338874e-12,0.748013607119192,0.639,0.157,3.09112165750932e-08,"DC","IFI30"
"MGST2",2.81526487147214e-12,0.550251985055617,0.25,0.032,3.8608542447369e-08,"DC","MGST2"
"ANXA2.4",3.11858759714016e-12,1.24100817768067,0.944,0.428,4.27683103071802e-08,"DC","ANXA2"
"MNDA.7",3.27928252760944e-12,0.894682644926295,0.528,0.12,4.49720805836359e-08,"DC","MNDA"
"AP2S1.6",5.59160081720642e-12,0.923071958728249,0.917,0.344,7.66832136071688e-08,"DC","AP2S1"
"LGALS9.5",6.70072204371015e-12,0.71100842852666,0.667,0.167,9.1893702107441e-08,"DC","LGALS9"
"PID1.1",8.79900889590465e-12,0.608573814970493,0.222,0.027,1.20669607998436e-07,"DC","PID1"
"LGALS1.6",1.03455991571892e-11,1.34400534566189,0.944,0.469,1.41879546841693e-07,"DC","LGALS1"
"SAMHD1.5",1.5379952168128e-11,0.850643783931666,0.778,0.235,2.10920664033708e-07,"DC","SAMHD1"
"FABP5",1.91125696663182e-11,0.687913060218143,0.25,0.034,2.62109780403888e-07,"DC","FABP5"
"PAK1.2",2.8743524180812e-11,0.538622027197192,0.306,0.049,3.94188690615656e-07,"DC","PAK1"
"TYMP.7",3.20836275012143e-11,1.03424419635876,0.944,0.34,4.39994867551652e-07,"DC","TYMP"
"FDFT1.1",4.33523071279811e-11,0.691608015597072,0.528,0.121,5.94533539953133e-07,"DC","FDFT1"
"GABARAP.7",4.86808454507171e-11,0.961904869383535,1,0.48,6.67609114511134e-07,"DC","GABARAP"
"BZW2",6.8323998557287e-11,0.505016845058469,0.417,0.081,9.36995316214634e-07,"DC","BZW2"
"PTPRE.3",8.42394319258479e-11,0.515629058409686,0.417,0.083,1.15525956943108e-06,"DC","PTPRE"
"BID.6",1.27223533796429e-10,0.684947553823237,0.694,0.198,1.74474354248423e-06,"DC","BID"
"TNFSF13B.7",1.59770265674508e-10,0.841666327426082,0.583,0.155,2.1910894234602e-06,"DC","TNFSF13B"
"CTSZ.6",1.60744863513932e-10,0.707901482219752,0.472,0.107,2.20445505823007e-06,"DC","CTSZ"
"AMICA1.4",1.75273394918113e-10,1.03254533300213,0.75,0.255,2.40369933790701e-06,"DC","AMICA1"
"PLEKHO1.3",1.91908764061673e-10,0.556947508765111,0.389,0.077,2.63183679034179e-06,"DC","PLEKHO1"
"FCER1G.7",1.94438004841911e-10,0.675507247082064,0.972,0.349,2.66652279840197e-06,"DC","FCER1G"
"KLF10",2.27041258504693e-10,0.546196864172289,0.25,0.037,3.11364381913336e-06,"DC","KLF10"
"POMP.2",2.90217228469585e-10,0.688106373237337,0.583,0.151,3.98003907123188e-06,"DC","POMP"
"RAB32.3",3.00885805410287e-10,0.716045035406438,0.389,0.081,4.12634793539668e-06,"DC","RAB32"
"IMPA2",3.91921290173698e-10,0.539293461038926,0.222,0.031,5.3748085734421e-06,"DC","IMPA2"
"PLSCR1.3",4.30453162862889e-10,0.763257260104036,0.528,0.134,5.90323467550167e-06,"DC","PLSCR1"
"RNH1.6",5.05673365611027e-10,0.991082385423957,0.778,0.299,6.93480453598963e-06,"DC","RNH1"
"PYCARD.6",5.75920822197177e-10,0.813546049117292,0.917,0.362,7.89817815561208e-06,"DC","PYCARD"
"TPP1.1",6.72324738858743e-10,0.564508527429615,0.417,0.089,9.2202614687088e-06,"DC","TPP1"
"RAC1.6",8.21732673613067e-10,0.813345278917033,0.972,0.429,1.12692418859296e-05,"DC","RAC1"
"COA5",8.90766418317157e-10,0.544947801243116,0.333,0.063,1.22159706608015e-05,"DC","COA5"
"MPST.1",1.0394162203261e-09,0.63476652890578,0.306,0.056,1.42545540455521e-05,"DC","MPST"
"ERCC1.2",1.41622335501905e-09,0.557574985422762,0.472,0.113,1.94220870907313e-05,"DC","ERCC1"
"NCF2.7",2.00923979376649e-09,0.518857445476316,0.611,0.167,2.75547145317137e-05,"DC","NCF2"
"UBE2Q1",2.05152193431035e-09,0.896356616457501,0.167,0.02,2.81345718071321e-05,"DC","UBE2Q1"
"ACAA1.1",2.27789494827112e-09,0.534302016877779,0.528,0.134,3.12390513205901e-05,"DC","ACAA1"
"ITM2C.1",2.38852613109324e-09,1.11029443213483,0.306,0.059,3.27562473618126e-05,"DC","ITM2C"
"ACTB.5",2.64597025037044e-09,0.760846519597725,1,0.991,3.62868360135802e-05,"DC","ACTB"
"TAGLN2.1",2.73714362681711e-09,0.894220101161516,1,0.501,3.75371876981698e-05,"DC","TAGLN2"
"MAP3K11.2",3.38072429994039e-09,0.51529263229345,0.306,0.057,4.63632530493825e-05,"DC","MAP3K11"
"ARPC1B.6",3.44758311349214e-09,0.75524819041507,1,0.739,4.72801548184313e-05,"DC","ARPC1B"
"DNAJC4.3",3.46639710033403e-09,0.555631879199073,0.472,0.115,4.75381698339809e-05,"DC","DNAJC4"
"TYROBP.7",3.5311106213805e-09,0.653360880534958,1,0.389,4.84256510616122e-05,"DC","TYROBP"
"KPNA2.1",4.45086376273995e-09,0.503680091374299,0.25,0.041,6.10391456422157e-05,"DC","KPNA2"
"CEBPD.6",5.00616962289594e-09,0.822175776537454,0.667,0.217,6.86546102083949e-05,"DC","CEBPD"
"CYC1.2",5.06750516979832e-09,0.639793829214922,0.639,0.187,6.94957658986142e-05,"DC","CYC1"
"ARF5.3",5.34084726133957e-09,0.793736067313921,0.806,0.291,7.32443793420109e-05,"DC","ARF5"
"BLVRB.6",6.32385424157127e-09,0.616068917810334,0.556,0.155,8.67253370689084e-05,"DC","BLVRB"
"SRGN.6",6.63090809036981e-09,1.04571261513831,0.972,0.592,9.09362735513316e-05,"DC","SRGN"
"TUBA1B.4",6.80391200976097e-09,1.07892048096177,0.861,0.422,9.33088493018619e-05,"DC","TUBA1B"
"ANXA5.6",8.69921955884888e-09,0.746475844839018,0.806,0.298,0.000119301097030054,"DC","ANXA5"
"EIF4A1.4",9.98157793332517e-09,0.766521660123283,0.972,0.675,0.000136887359777621,"DC","EIF4A1"
"EPSTI1.4",1.18822478775428e-08,0.701876574305224,0.583,0.174,0.000162953147392622,"DC","EPSTI1"
"LAMTOR1.4",1.42478554408494e-08,0.670626604658793,0.861,0.337,0.000195395089515808,"DC","LAMTOR1"
"FGR.7",1.76876160394824e-08,0.608321568042253,0.667,0.207,0.000242567966365462,"DC","FGR"
"BHLHE40",1.82869983928742e-08,0.62630510533588,0.278,0.053,0.000250787895959877,"DC","BHLHE40"
"GAPDH.4",2.91632541226285e-08,0.751780303748626,1,0.84,0.000399944867037728,"DC","GAPDH"
"AKIRIN2.2",2.95505697579916e-08,0.573448961658168,0.472,0.125,0.000405256513661096,"DC","AKIRIN2"
"PGLS.6",3.59205534620674e-08,0.711077594437054,0.806,0.289,0.000492614470178793,"DC","PGLS"
"COTL1.7",4.64651650264832e-08,0.815894780161949,0.944,0.621,0.000637223273173191,"DC","COTL1"
"CDKN1A.2",4.98881832580424e-08,0.688584861677877,0.306,0.067,0.000684166545200793,"DC","CDKN1A"
"TMSB10.3",5.23781635527627e-08,0.502792291706675,1,0.993,0.000718314134962588,"DC","TMSB10"
"ATG3.3",5.57301746466024e-08,0.620383710218553,0.639,0.206,0.000764283615103506,"DC","ATG3"
"C17orf49",5.65055513572455e-08,0.524077465165973,0.389,0.095,0.000774917131313265,"DC","C17orf49"
"ACTG1.5",9.66016660921796e-08,0.660673634718966,1,0.858,0.00132479524878815,"DC","ACTG1"
"C1orf162.6",9.66289846993304e-08,1.39319472341242,0.806,0.377,0.00132516989616662,"DC","C1orf162"
"CSTB.5",9.7525820115352e-08,0.831128942147174,0.833,0.36,0.00133746909706194,"DC","CSTB"
"APEX1",1.01567324054616e-07,0.7300199777184,0.667,0.233,0.001392894282085,"DC","APEX1"
"PRELID1.5",1.1116690650592e-07,0.831521645763822,0.917,0.459,0.00152454295582218,"DC","PRELID1"
"LMNA.1",1.31706880491491e-07,0.925891844549647,0.278,0.06,0.00180622815906031,"DC","LMNA"
"RGS2.6",1.31915681131016e-07,0.7288679960454,0.722,0.27,0.00180909165103076,"DC","RGS2"
"S100A10.4",1.45766732976032e-07,1.06405901884301,0.917,0.636,0.0019990449760333,"DC","S100A10"
"CFDP1",1.57414844350505e-07,0.627297902874706,0.389,0.103,0.00215878717542283,"DC","CFDP1"
"URM1",1.6339669653587e-07,0.535091170819221,0.444,0.122,0.00224082229629293,"DC","URM1"
"SNRPD1",1.95272598765621e-07,0.590130758940877,0.667,0.208,0.00267796841947173,"DC","SNRPD1"
"LAMTOR2.5",2.62208155669873e-07,0.569522869607002,0.639,0.217,0.00359592264685664,"DC","LAMTOR2"
"GNB2.4",2.6536174127887e-07,0.625243780698437,0.722,0.258,0.00363917091989843,"DC","GNB2"
"ATP5J2.5",2.73679836501664e-07,0.551907568243861,0.833,0.319,0.00375324527778382,"DC","ATP5J2"
"RPS11.4",2.91453159006611e-07,0.519129689806094,1,0.945,0.00399698862261666,"DC","RPS11"
"TPGS1.1",3.16921003288665e-07,0.570174379496876,0.417,0.116,0.00434625463910075,"DC","TPGS1"
"VPS29.2",3.32705935661418e-07,0.568468285642235,0.583,0.191,0.00456272920166068,"DC","VPS29"
"HEBP2",4.02104378608194e-07,0.538625132951215,0.278,0.061,0.00551445944823277,"DC","HEBP2"
"SLC39A3",4.13965717010959e-07,0.582340820656086,0.278,0.06,0.00567712584308829,"DC","SLC39A3"
"REL.2",5.14076261638765e-07,0.682066562809624,0.389,0.104,0.00705004185211403,"DC","REL"
"CMTM3.3",5.61887501919966e-07,0.507891136710034,0.5,0.151,0.00770572520133041,"DC","CMTM3"
"ACYP2",6.0163756651676e-07,0.526128771691958,0.278,0.062,0.00825085758721085,"DC","ACYP2"
"FBXO6.1",6.20039388707585e-07,0.500737716066149,0.25,0.052,0.00850322017673582,"DC","FBXO6"
"OS9",8.71389357429893e-07,0.566486202269978,0.444,0.131,0.0119502336477936,"DC","OS9"
"SLC25A6.4",8.71598115959714e-07,0.708679474718945,1,0.825,0.0119530965622715,"DC","SLC25A6"
"CPPED1.6",9.22361667040289e-07,0.555546021776433,0.361,0.099,0.0126492679017905,"DC","CPPED1"
"FKBP3.2",9.92986520251874e-07,1.16313899990891,0.389,0.104,0.0136178171387342,"DC","FKBP3"
"CNPY3.6",9.94062357297901e-07,0.720677248585636,0.667,0.273,0.0136325711679834,"DC","CNPY3"
"TMED10",1.10059448523826e-06,0.593653608058936,0.556,0.186,0.0150935527705575,"DC","TMED10"
"VAMP8.3",1.11229264273799e-06,0.694490989405263,0.944,0.498,0.0152539813025089,"DC","VAMP8"
"GAA.1",1.30141632978271e-06,0.56887370480304,0.167,0.027,0.01784762354664,"DC","GAA"
"DUSP23.3",1.38592998926281e-06,0.923647546537533,0.361,0.096,0.0190066438727501,"DC","DUSP23"
"IRF8.4",1.68467119885591e-06,1.12191511048759,0.361,0.106,0.02310358082111,"DC","IRF8"
"CYBA.5",1.6850414523314e-06,0.602393466884885,1,0.841,0.0231086584772728,"DC","CYBA"
"RNASET2.5",1.92915660864876e-06,0.767230302742884,0.917,0.488,0.0264564537310091,"DC","RNASET2"
"HRH2",1.98461815711806e-06,0.511957037763505,0.167,0.028,0.027217053406717,"DC","HRH2"
"PPT1.5",2.12515670651448e-06,0.798388908579881,0.528,0.187,0.0291443990731395,"DC","PPT1"
"IFITM3.7",2.18236940268228e-06,0.823113921059038,0.583,0.217,0.0299290139883848,"DC","IFITM3"
"FAM26F.7",2.49615355860968e-06,0.508025795166809,0.611,0.221,0.0342322499027731,"DC","FAM26F"
"IRF7.2",3.05847754370841e-06,1.17644505054039,0.472,0.158,0.0419439610344172,"DC","IRF7"
"RAB7A.3",3.06150476826122e-06,0.508195962601305,0.75,0.305,0.0419854763919343,"DC","RAB7A"
"CAT.2",3.31634698768077e-06,1.18422913785543,0.417,0.136,0.0454803825890541,"DC","CAT"
"GP9",0,5.02399835068997,0.867,0.001,0,"Platelet","GP9"
"ITGA2B",0,4.45197909892596,0.8,0.002,0,"Platelet","ITGA2B"
"TMEM40",0,4.03843919370575,0.733,0.001,0,"Platelet","TMEM40"
