"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPS6",5.43391029115217e-142,0.681144359967895,0.999,0.994,7.45206457328609e-138,"Naive CD4 T","RPS6"
"RPL32",5.6452117708554e-138,0.626129328636393,0.999,0.995,7.74184342255109e-134,"Naive CD4 T","RPL32"
"RPS12",5.61596817665437e-137,0.715934119808395,1,0.99,7.70173875746381e-133,"Naive CD4 T","RPS12"
"RPS27",1.90318368700192e-131,0.695200831355963,0.999,0.992,2.61002610835443e-127,"Naive CD4 T","RPS27"
"RPS25",2.35589221680243e-127,0.764952979730437,0.997,0.973,3.23087058612285e-123,"Naive CD4 T","RPS25"
"RPL31",3.96134257805698e-121,0.751128579695146,0.996,0.963,5.43258521154734e-117,"Naive CD4 T","RPL31"
"RPS14",2.91086217777562e-120,0.605083008933788,0.999,0.995,3.99195639060148e-116,"Naive CD4 T","RPS14"
"RPL9",1.73754630422221e-113,0.726513616400806,0.996,0.969,2.38287100161034e-109,"Naive CD4 T","RPL9"
"RPS3",4.37986002005615e-110,0.589601982220922,0.999,0.993,6.006540031505e-106,"Naive CD4 T","RPS3"
"RPL13",4.17503917329991e-109,0.547693219112779,1,0.997,5.7256487222635e-105,"Naive CD4 T","RPL13"
"RPL30",6.80275813022728e-108,0.665329805749205,0.997,0.979,9.3293024997937e-104,"Naive CD4 T","RPL30"
"RPS15A",7.49056226477541e-106,0.630554812569921,0.997,0.982,1.0272557089913e-101,"Naive CD4 T","RPS15A"
"RPS3A",1.08158310542846e-104,0.766742004926072,0.996,0.974,1.48328307078459e-100,"Naive CD4 T","RPS3A"
"LDHB",3.03565530121681e-104,0.998848517302814,0.895,0.592,4.16309768008873e-100,"Naive CD4 T","LDHB"
"RPLP2",6.67972930753163e-102,0.591825844284948,1,0.989,9.16058077234888e-98,"Naive CD4 T","RPLP2"
"RPL21",1.79639857651683e-101,0.632370150051402,0.99,0.991,2.46358100783517e-97,"Naive CD4 T","RPL21"
"RPL3",2.77485265700855e-101,0.560914254214557,0.996,0.995,3.80543293382153e-97,"Naive CD4 T","RPL3"
"RPS27A",8.09338253293562e-101,0.736176739915233,0.996,0.964,1.10992648056679e-96,"Naive CD4 T","RPS27A"
"MALAT1",1.08958794788995e-93,0.679555008934317,1,1,1.49426091173627e-89,"Naive CD4 T","MALAT1"
"RPL27A",1.86525177514889e-92,0.544632813620212,0.999,0.987,2.55800628443918e-88,"Naive CD4 T","RPL27A"
"RPL35A",1.3247235940025e-90,0.573369069240974,0.999,0.977,1.81672593681503e-86,"Naive CD4 T","RPL35A"
"RPS13",5.99146435413716e-90,0.667024939663421,0.986,0.956,8.2166942152637e-86,"Naive CD4 T","RPS13"
"RPS18",5.65891226953233e-89,0.503140270212392,1,0.995,7.76063228643664e-85,"Naive CD4 T","RPS18"
"RPS28",8.95658871261865e-87,0.619283914262492,0.987,0.967,1.22830657604852e-82,"Naive CD4 T","RPS28"
"TPT1",4.7711645389879e-84,0.582220483137577,0.996,0.98,6.54317504876801e-80,"Naive CD4 T","TPT1"
"CCR7",1.10182834912345e-81,1.32722183838466,0.432,0.111,1.51104739798791e-77,"Naive CD4 T","CCR7"
"RPS20",3.81403349504173e-81,0.669602514836734,0.987,0.941,5.23056553510023e-77,"Naive CD4 T","RPS20"
"RPS29",1.5374869131331e-80,0.70636629857884,0.989,0.9,2.10850955267074e-76,"Naive CD4 T","RPS29"
"RPS23",9.10691260720248e-80,0.553303306245199,0.997,0.976,1.24892199495175e-75,"Naive CD4 T","RPS23"
"CD3D",4.19643335077244e-79,0.964991656690254,0.848,0.407,5.75498869724932e-75,"Naive CD4 T","CD3D"
"RPL23A",1.60702229871979e-77,0.519414421394806,0.999,0.987,2.20387038046433e-73,"Naive CD4 T","RPL23A"
"RPS4X",1.14187429179561e-73,0.504819439415298,0.996,0.991,1.5659664037685e-69,"Naive CD4 T","RPS4X"
"RPS16",1.99428249830793e-73,0.525071451791204,0.996,0.981,2.7349590181795e-69,"Naive CD4 T","RPS16"
"RPL5",7.16769837428878e-71,0.576756776038599,0.984,0.963,9.82978155049964e-67,"Naive CD4 T","RPL5"
"RPL10A",1.89299105945106e-66,0.520585708507519,0.989,0.982,2.59604793893118e-62,"Naive CD4 T","RPL10A"
"RPSA",6.79475908768162e-62,0.538420070467613,0.983,0.943,9.31833261284657e-58,"Naive CD4 T","RPSA"
"RPL36",3.81269059443625e-52,0.51008800988054,0.989,0.946,5.22872388120987e-48,"Naive CD4 T","RPL36"
"NPM1",2.06794741506318e-51,0.705212284260412,0.905,0.791,2.83598308501764e-47,"Naive CD4 T","NPM1"
"RPL4",6.46436803992186e-51,0.507437481161621,0.986,0.952,8.86523432994884e-47,"Naive CD4 T","RPL4"
"RPL7",2.18063170651744e-49,0.549150252360563,0.976,0.966,2.99051832231802e-45,"Naive CD4 T","RPL7"
"CD3E",5.53445886192719e-49,0.815066853667469,0.71,0.402,7.58995688324695e-45,"Naive CD4 T","CD3E"
"PRKCQ-AS1",2.52523264036909e-48,1.08272336175563,0.336,0.108,3.46310404300217e-44,"Naive CD4 T","PRKCQ-AS1"
"NOSIP",1.39556212827092e-47,0.957523366176155,0.625,0.358,1.91387390271074e-43,"Naive CD4 T","NOSIP"
"RPL36A",3.98823156885209e-47,0.559386762766964,0.961,0.885,5.46946077352375e-43,"Naive CD4 T","RPL36A"
"BTG1",1.54582898087547e-44,0.598316820854404,0.94,0.854,2.11994986437262e-40,"Naive CD4 T","BTG1"
"RPL22",2.81291131915418e-44,0.620761169834548,0.897,0.776,3.85762658308804e-40,"Naive CD4 T","RPL22"
"LEF1",3.98952171097368e-41,0.973939179097832,0.316,0.109,5.4712300744293e-37,"Naive CD4 T","LEF1"
"JUNB",4.30143832951011e-41,0.702207333672973,0.905,0.9,5.89899252509016e-37,"Naive CD4 T","JUNB"
"IL7R",6.43916938796897e-41,0.785571477693354,0.611,0.329,8.83067689866065e-37,"Naive CD4 T","IL7R"
"TMEM66",6.79222479405429e-41,0.717647468755572,0.836,0.694,9.31485708256606e-37,"Naive CD4 T","TMEM66"
"GLTSCR2",3.41247371937968e-40,0.567175913092818,0.908,0.801,4.6798664587573e-36,"Naive CD4 T","GLTSCR2"
"RPL38",1.1042343954735e-38,0.508585597063234,0.95,0.87,1.51434704995236e-34,"Naive CD4 T","RPL38"
"PIK3IP1",5.75474818447155e-37,0.852216150561766,0.42,0.188,7.89206166018429e-33,"Naive CD4 T","PIK3IP1"
"FHIT",1.11857817022239e-32,0.810202704633345,0.185,0.045,1.53401810264298e-28,"Naive CD4 T","FHIT"
"MAL",3.66931752798457e-32,0.907950267718374,0.259,0.087,5.03210205787804e-28,"Naive CD4 T","MAL"
"LTB",8.23277178966303e-32,0.514416252904811,0.897,0.633,1.12904232323439e-27,"Naive CD4 T","LTB"
"RPL34",7.09629036955241e-31,0.608105770783867,0.924,0.904,9.73185261280417e-27,"Naive CD4 T","RPL34"
"RPSAP58",8.58583330976567e-31,0.524628643560755,0.835,0.693,1.17746118010126e-26,"Naive CD4 T","RPSAP58"
"NELL2",2.99389109608999e-30,0.632480811078565,0.155,0.033,4.10582224917781e-26,"Naive CD4 T","NELL2"
"CD7",2.44116915821843e-29,0.580351568753412,0.545,0.305,3.34781938358075e-25,"Naive CD4 T","CD7"
"CD27",4.5675139641897e-29,0.609155857206075,0.392,0.185,6.26388865048976e-25,"Naive CD4 T","CD27"
"TCF7",5.94327126552668e-29,0.736448905836115,0.374,0.182,8.1506022135433e-25,"Naive CD4 T","TCF7"
"C6orf48",2.61039772780435e-27,0.755948855506828,0.67,0.494,3.57989944391089e-23,"Naive CD4 T","C6orf48"
"LINC00176",1.59651554611288e-25,0.641241740480066,0.141,0.033,2.18946141993921e-21,"Naive CD4 T","LINC00176"
"LDLRAP1",2.15447836847245e-22,1.01114279281583,0.226,0.09,2.95465163452312e-18,"Naive CD4 T","LDLRAP1"
"AES",3.73905490743279e-22,0.566438099426932,0.631,0.439,5.12773990005334e-18,"Naive CD4 T","AES"
"LEPROTL1",3.70725100306703e-21,0.684825261467566,0.379,0.216,5.08412402560612e-17,"Naive CD4 T","LEPROTL1"
"C12orf57",7.02301597205559e-21,0.765257022147461,0.427,0.258,9.63136410407704e-17,"Naive CD4 T","C12orf57"
"RGCC",1.77892604296052e-20,0.682299190454444,0.351,0.188,2.43961917531606e-16,"Naive CD4 T","RGCC"
"OXNAD1",2.90683362390231e-20,0.664390043761759,0.211,0.085,3.98643163181962e-16,"Naive CD4 T","OXNAD1"
"TRABD2A",8.4941155124954e-20,0.528136023570946,0.18,0.066,1.16488300138362e-15,"Naive CD4 T","TRABD2A"
"SH3YL1",3.95099144519759e-19,0.601084708311652,0.184,0.069,5.41838966794397e-15,"Naive CD4 T","SH3YL1"
"TMEM123",8.37519364955011e-19,0.54784277580132,0.539,0.385,1.1485740570993e-14,"Naive CD4 T","TMEM123"
"NDFIP1",1.2878148144113e-18,0.724760418540607,0.435,0.284,1.76610923648365e-14,"Naive CD4 T","NDFIP1"
"CD3G",1.830495214936e-18,0.575964602249155,0.335,0.178,2.51034113776324e-14,"Naive CD4 T","CD3G"
"LCK",2.42094767085389e-18,0.558308094020148,0.491,0.313,3.32008763580902e-14,"Naive CD4 T","LCK"
"RHOH",6.02530582653039e-17,0.64415207267054,0.361,0.21,8.26310441050378e-13,"Naive CD4 T","RHOH"
"FLT3LG",2.79156515735512e-16,0.630527910771693,0.264,0.14,3.82835245679682e-12,"Naive CD4 T","FLT3LG"
"CD8B",3.25509406248104e-16,0.790943557824385,0.211,0.096,4.4640359972865e-12,"Naive CD4 T","CD8B"
"TRAT1",4.12686047474238e-16,0.545283418322442,0.264,0.137,5.6595764550617e-12,"Naive CD4 T","TRAT1"
"MYC",1.58126889133831e-15,0.533219830098694,0.234,0.116,2.16855215758136e-11,"Naive CD4 T","MYC"
"DNAJB1",1.90879847134564e-15,0.635860997037734,0.392,0.256,2.61772622360341e-11,"Naive CD4 T","DNAJB1"
"GIMAP5",2.21079557887561e-15,0.518659339376778,0.389,0.245,3.03188505687001e-11,"Naive CD4 T","GIMAP5"
"AAK1",1.33290019805725e-14,0.563728056125136,0.228,0.116,1.82793933161571e-10,"Naive CD4 T","AAK1"
"SCGB3A1",2.13199212049225e-14,0.538593939609382,0.106,0.033,2.92381399404307e-10,"Naive CD4 T","SCGB3A1"
"GYPC",3.74462875236402e-14,0.53686338756553,0.391,0.255,5.13538387099202e-10,"Naive CD4 T","GYPC"
"NUCB2",6.70074847693652e-14,0.522592831549716,0.191,0.089,9.18940646127074e-10,"Naive CD4 T","NUCB2"
"ACAP1",2.2607550225083e-13,0.662539092447409,0.401,0.268,3.10039943786788e-09,"Naive CD4 T","ACAP1"
"RCAN3",2.4614388864018e-12,0.510815212982854,0.177,0.085,3.37561728881143e-08,"Naive CD4 T","RCAN3"
"RP11-51J9.5",2.37241804565134e-11,0.560314398721583,0.181,0.091,3.25353410780625e-07,"Naive CD4 T","RP11-51J9.5"
"SOCS3",2.04872322289325e-08,0.555031367950996,0.237,0.152,0.000280961902787581,"Naive CD4 T","SOCS3"
"S100A9.1",0,5.50417092208452,0.994,0.215,0,"CD14+ Mono","S100A9"
"S100A8.1",0,5.46623930300935,0.967,0.121,0,"CD14+ Mono","S100A8"
"LGALS2.1",0,3.71713140239631,0.9,0.059,0,"CD14+ Mono","LGALS2"
"FCN1.1",0,3.43292210097583,0.953,0.147,0,"CD14+ Mono","FCN1"
"CD14.1",4.40136598968197e-294,2.80566279538609,0.66,0.029,6.03603331824986e-290,"CD14+ Mono","CD14"
"TYROBP.1",6.56632072544068e-291,3.05270901107863,0.994,0.264,9.00505224286935e-287,"CD14+ Mono","TYROBP"
"MS4A6A.1",5.35890839467945e-279,2.89209821590914,0.68,0.042,7.3492069724634e-275,"CD14+ Mono","MS4A6A"
"CST3.1",2.2675241882905e-275,3.01599887507462,0.992,0.266,3.1096826718216e-271,"CD14+ Mono","CST3"
"LYZ.1",9.72745368509084e-271,4.48981413528934,0.998,0.517,1.33402299837336e-266,"CD14+ Mono","LYZ"
"TYMP.1",2.2041197596543e-241,2.5853107186829,0.912,0.223,3.02272983838991e-237,"CD14+ Mono","TYMP"
"CFD.1",5.32637117388872e-238,2.3350631344309,0.784,0.105,7.30458542787098e-234,"CD14+ Mono","CFD"
"AIF1.1",7.4672105267999e-238,2.35063906072508,0.959,0.243,1.02405325164534e-233,"CD14+ Mono","AIF1"
"LST1.1",1.81813156186831e-237,2.13408321488709,0.959,0.221,2.4933856239462e-233,"CD14+ Mono","LST1"
"LGALS1.1",1.31101601372095e-234,2.58600489007368,0.98,0.363,1.79792736121691e-230,"CD14+ Mono","LGALS1"
"FTL.1",4.56118930384345e-221,2.63654479409781,1,0.985,6.2552150112909e-217,"CD14+ Mono","FTL"
"GPX1.1",5.67950130708414e-218,2.23027325334933,0.921,0.31,7.78886809253519e-214,"CD14+ Mono","GPX1"
"GRN.1",7.24967492632304e-215,2.40772672790414,0.747,0.127,9.94220419395942e-211,"CD14+ Mono","GRN"
"GSTP1.1",1.56691558709151e-214,2.46674800000714,0.935,0.353,2.14886803613729e-210,"CD14+ Mono","GSTP1"
"S100A6.1",1.88419009290393e-206,2.00565525576427,0.992,0.734,2.58397829340845e-202,"CD14+ Mono","S100A6"
"FTH1.1",2.43437357280233e-205,2.22743414577345,1,0.986,3.33849991774111e-201,"CD14+ Mono","FTH1"
"FCER1G.1",3.65595080946274e-200,1.85802421110387,0.937,0.228,5.0137709400972e-196,"CD14+ Mono","FCER1G"
"CTSS.1",5.47891966184229e-191,2.1488165278408,0.941,0.423,7.51379042425052e-187,"CD14+ Mono","CTSS"
"CD68.1",6.80843790605408e-191,2.06694715841883,0.711,0.11,9.33709174436257e-187,"CD14+ Mono","CD68"
"S100A4.1",1.27138629034282e-183,1.66011508896632,1,0.771,1.74357915857614e-179,"CD14+ Mono","S100A4"
"NPC2.1",1.62741549143484e-177,2.13379619833067,0.876,0.313,2.23183760495374e-173,"CD14+ Mono","NPC2"
"CEBPD.1",3.63301562333972e-177,2.15446928618804,0.682,0.121,4.9823176258481e-173,"CD14+ Mono","CEBPD"
"LGALS3.1",4.72234073148869e-177,2.25047032562836,0.713,0.141,6.47621807916359e-173,"CD14+ Mono","LGALS3"
"CDA.1",1.31848231119723e-172,1.93243737405801,0.544,0.057,1.80816664157588e-168,"CD14+ Mono","CDA"
"OAZ1.1",1.63787764698513e-172,1.41716578065333,0.994,0.888,2.24618540507541e-168,"CD14+ Mono","OAZ1"
"S100A11.1",8.07550241043695e-172,1.8653918825567,0.949,0.432,1.10747440056732e-167,"CD14+ Mono","S100A11"
"AP1S2.1",9.30129874699452e-170,2.15145048542736,0.756,0.195,1.27558011016283e-165,"CD14+ Mono","AP1S2"
"PSAP.1",3.887218161926e-169,1.90690755212297,0.914,0.414,5.33093098726532e-165,"CD14+ Mono","PSAP"
"SAT1.1",2.48021451091097e-168,1.92363785192994,0.965,0.504,3.40136618026331e-164,"CD14+ Mono","SAT1"
"SERPINA1.1",8.94845464214092e-165,1.85748847561547,0.717,0.139,1.22719106962321e-160,"CD14+ Mono","SERPINA1"
"CFP.1",5.06650450297197e-164,2.01660420801157,0.644,0.11,6.94820427537577e-160,"CD14+ Mono","CFP"
"NCF2.1",3.66401719556967e-162,2.0282630584175,0.58,0.083,5.02483318200425e-158,"CD14+ Mono","NCF2"
"CSF3R.1",2.03688892100547e-159,1.86826485236477,0.46,0.038,2.7933894662669e-155,"CD14+ Mono","CSF3R"
"COTL1.1",4.51230288979385e-157,1.66813348258616,0.965,0.55,6.18817218306329e-153,"CD14+ Mono","COTL1"
"BLVRB.1",4.13881405612857e-156,1.9010138399648,0.546,0.075,5.67596959657471e-152,"CD14+ Mono","BLVRB"
"NUP214.1",3.79013175404273e-152,1.83678453263397,0.513,0.063,5.19778668749419e-148,"CD14+ Mono","NUP214"
"IFI30.1",1.99388056513778e-150,1.70069095668778,0.556,0.076,2.73440780702995e-146,"CD14+ Mono","IFI30"
"ALDH2.1",3.74434400907897e-148,1.7788945160651,0.436,0.037,5.13499337405089e-144,"CD14+ Mono","ALDH2"
"CYBA.1",8.25454794934898e-148,1.30863254238985,0.99,0.811,1.13202870577372e-143,"CD14+ Mono","CYBA"
"ASGR1.1",1.02109072848606e-147,1.7109481862854,0.36,0.016,1.40032382504579e-143,"CD14+ Mono","ASGR1"
"GABARAP.1",1.39542838381077e-146,1.77172479691513,0.868,0.402,1.91369048555809e-142,"CD14+ Mono","GABARAP"
"FCGRT.1",1.00211407308501e-141,1.98967480334618,0.64,0.14,1.37429923982879e-137,"CD14+ Mono","FCGRT"
"FPR1.1",9.61127292324285e-140,1.75531196288856,0.42,0.038,1.31808996869352e-135,"CD14+ Mono","FPR1"
"FOLR3",5.80426478396744e-139,1.68941867902342,0.297,0.005,7.95996872473295e-135,"CD14+ Mono","FOLR3"
"PYCARD.1",2.26793966463755e-137,1.65256930963541,0.8,0.274,3.11025245608393e-133,"CD14+ Mono","PYCARD"
"SPI1.1",1.7373001821433e-135,1.7179102610068,0.623,0.12,2.38253346979132e-131,"CD14+ Mono","SPI1"
"TKT.1",3.53476054651995e-135,1.76389813618615,0.772,0.256,4.84757061349746e-131,"CD14+ Mono","TKT"
"BRI3.1",4.31307488687832e-132,1.69080189443675,0.593,0.116,5.91495089986492e-128,"CD14+ Mono","BRI3"
"RBP7",1.48292079057959e-131,1.68878430218109,0.318,0.013,2.03367757220086e-127,"CD14+ Mono","RBP7"
"SLC7A7.1",1.631988015597e-129,1.64512036354842,0.468,0.061,2.23810836458973e-125,"CD14+ Mono","SLC7A7"
"TSPO.1",4.43185342617566e-129,1.77098221847589,0.843,0.392,6.0778437886573e-125,"CD14+ Mono","TSPO"
"RAC1.1",2.30297571928373e-128,1.69998863312782,0.839,0.346,3.15830090142571e-124,"CD14+ Mono","RAC1"
"S100A12",1.3858493960397e-123,1.85787221379741,0.275,0.006,1.90055386172885e-119,"CD14+ Mono","S100A12"
"TNFSF13B.1",1.35702705096112e-121,1.89672866101864,0.501,0.085,1.86102689768808e-117,"CD14+ Mono","TNFSF13B"
"IFITM3.1",3.31752779114699e-118,1.72848740102652,0.611,0.135,4.54965761277898e-114,"CD14+ Mono","IFITM3"
"RNF130.1",3.70546522656267e-116,1.652053055132,0.521,0.101,5.08167501170805e-112,"CD14+ Mono","RNF130"
"VCAN.1",5.62025927084765e-116,1.46902175043913,0.369,0.035,7.70762356404047e-112,"CD14+ Mono","VCAN"
"IGSF6.1",8.10874078285315e-116,1.57479000419135,0.393,0.044,1.11203271096048e-111,"CD14+ Mono","IGSF6"
"PLBD1.1",1.03462024200332e-115,1.66815788936865,0.346,0.029,1.41887819988335e-111,"CD14+ Mono","PLBD1"
"MNDA.1",1.07723129803482e-115,1.57768152154663,0.43,0.058,1.47731500212495e-111,"CD14+ Mono","MNDA"
"APOBEC3A.1",3.78239830121936e-111,1.86287860593453,0.42,0.058,5.18718103029223e-107,"CD14+ Mono","APOBEC3A"
"GAPDH.1",3.01126028367256e-110,1.24139817076637,0.959,0.816,4.12964235302854e-106,"CD14+ Mono","GAPDH"
"BST1",1.40817661855286e-109,1.31998677645924,0.31,0.021,1.93117341468339e-105,"CD14+ Mono","BST1"
"TALDO1.1",5.16302022384488e-109,1.48852385383115,0.737,0.283,7.08056593498087e-105,"CD14+ Mono","TALDO1"
"NEAT1.1",8.44695960570674e-103,1.32852475149522,0.916,0.575,1.15841604032662e-98,"CD14+ Mono","NEAT1"
"CTSB.1",3.7275078611209e-102,1.64321381129472,0.53,0.125,5.1119042807412e-98,"CD14+ Mono","CTSB"
"IFI6.1",3.83445069678214e-102,1.58554947895656,0.77,0.319,5.25856568556702e-98,"CD14+ Mono","IFI6"
"CTSH.1",8.92697600699908e-102,1.47131218436531,0.499,0.105,1.22424548959985e-97,"CD14+ Mono","CTSH"
"FCGR1A",2.50300183586373e-100,1.14764377802074,0.222,0.005,3.43261671770352e-96,"CD14+ Mono","FCGR1A"
"CPVL.1",1.04715713487784e-99,1.55378364055067,0.383,0.055,1.43607129477147e-95,"CD14+ Mono","CPVL"
"ODF3B.1",2.69884805640306e-99,1.47242217397397,0.393,0.058,3.70120022455116e-95,"CD14+ Mono","ODF3B"
"SMCO4.1",8.93477768264078e-95,1.42508488754111,0.358,0.048,1.22531541139736e-90,"CD14+ Mono","SMCO4"
"AP2S1.1",2.49373160613519e-94,1.49861191014509,0.697,0.275,3.4199035246538e-90,"CD14+ Mono","AP2S1"
"LILRA5.1",4.5635520765299e-91,1.31009060646313,0.383,0.06,6.25845531775311e-87,"CD14+ Mono","LILRA5"
"QPCT",9.28583413381323e-91,1.10847608818419,0.224,0.009,1.27345929311115e-86,"CD14+ Mono","QPCT"
"TMEM176B",1.36378691944374e-90,1.1583381587836,0.265,0.019,1.87029738132515e-86,"CD14+ Mono","TMEM176B"
"TGFBI.1",5.09102072753137e-89,1.24829164048742,0.352,0.051,6.98182582573653e-85,"CD14+ Mono","TGFBI"
"SH3BGRL3.1",6.9587826462548e-89,0.867477868169521,0.974,0.831,9.54327452107383e-85,"CD14+ Mono","SH3BGRL3"
"HLA-DRA.1",2.36079333728966e-86,0.81308351268381,0.939,0.471,3.23759198275904e-82,"CD14+ Mono","HLA-DRA"
"CD33",5.01339256070954e-84,1.20276917964329,0.275,0.027,6.87536655775707e-80,"CD14+ Mono","CD33"
"CD36",2.00019012442256e-83,1.02188556930894,0.234,0.015,2.74306073663309e-79,"CD14+ Mono","CD36"
"ARPC1B.1",3.8455060722208e-82,1.11987458886153,0.921,0.703,5.2737270274436e-78,"CD14+ Mono","ARPC1B"
"IL8",4.62741040439288e-80,1.91512106268671,0.277,0.031,6.34603062858439e-76,"CD14+ Mono","IL8"
"RAB32.1",5.83467631291078e-80,1.28774613739488,0.297,0.038,8.00167509552585e-76,"CD14+ Mono","RAB32"
"C1orf162.1",1.0478617300992e-79,1.26957249464846,0.727,0.306,1.43703757665804e-75,"CD14+ Mono","C1orf162"
"RGS2.1",2.69004201592495e-79,1.4548419712857,0.599,0.204,3.68912362063947e-75,"CD14+ Mono","RGS2"
"ANXA2.1",3.24115716250525e-79,1.31076235255432,0.756,0.363,4.4449229326597e-75,"CD14+ Mono","ANXA2"
"CAPG.1",3.95169041191011e-79,1.33947280356441,0.536,0.162,5.41934823089353e-75,"CD14+ Mono","CAPG"
"TMSB10",1.14594584538167e-78,0.565112172161189,1,0.991,1.57155013235642e-74,"CD14+ Mono","TMSB10"
"SRGN.1",2.0701640357275e-78,1.10011336614462,0.874,0.536,2.83902295859669e-74,"CD14+ Mono","SRGN"
"PLAUR.1",2.85825098432496e-78,1.31227343804622,0.363,0.066,3.91980539990325e-74,"CD14+ Mono","PLAUR"
"LY86.1",4.85288754364116e-78,1.31537645651842,0.487,0.123,6.65524997734949e-74,"CD14+ Mono","LY86"
"AGTRAP.1",9.81647235708176e-76,1.28609647312546,0.413,0.093,1.34623101905019e-71,"CD14+ Mono","AGTRAP"
"VSTM1",1.05959773934338e-75,1.13897556407862,0.236,0.02,1.45313233973551e-71,"CD14+ Mono","VSTM1"
"CEBPB.1",8.84030129001978e-75,1.21916314320088,0.656,0.249,1.21235891891331e-70,"CD14+ Mono","CEBPB"
"ATP6V0B.1",1.01649883085683e-74,1.54768313630227,0.652,0.268,1.39402649663706e-70,"CD14+ Mono","ATP6V0B"
"STX11.1",1.15689516429052e-74,1.39013399699149,0.383,0.077,1.58656602830803e-70,"CD14+ Mono","STX11"
"CLEC4E",6.32399524241769e-74,0.835859323674049,0.149,0,8.67272707545162e-70,"CD14+ Mono","CLEC4E"
"KLF4.1",6.15498351812445e-72,1.2977542080238,0.35,0.067,8.44094439675587e-68,"CD14+ Mono","KLF4"
"ARPC3.1",7.35726707560494e-72,0.877719614118662,0.937,0.783,1.00897560674846e-67,"CD14+ Mono","ARPC3"
"VIM.1",9.02815102652263e-72,1.06732304769604,0.91,0.77,1.23812063177731e-67,"CD14+ Mono","VIM"
"C19orf38.1",2.19181818152093e-71,1.2195235622298,0.32,0.054,3.0058594541378e-67,"CD14+ Mono","C19orf38"
"CTSZ.1",5.48671237464366e-71,1.15453811066191,0.338,0.062,7.52447735058631e-67,"CD14+ Mono","CTSZ"
"BLVRA.1",1.32599665690598e-69,1.56200626346114,0.454,0.124,1.81847181528086e-65,"CD14+ Mono","BLVRA"
"HLA-DRB1.1",2.036119071345e-69,0.958644301585902,0.831,0.374,2.79233369444254e-65,"CD14+ Mono","HLA-DRB1"
"ATP5G2.1",1.0286403582433e-68,0.875973568631279,0.931,0.792,1.41067738729486e-64,"CD14+ Mono","ATP5G2"
"FGR.1",2.70674480078041e-68,1.14012952683781,0.501,0.149,3.71202981979025e-64,"CD14+ Mono","FGR"
"MSRB1.1",3.09577857280777e-68,1.13203853976187,0.326,0.059,4.24555073474858e-64,"CD14+ Mono","MSRB1"
"CCL3.1",4.89462841231457e-68,1.96204267277326,0.379,0.086,6.7124934046482e-64,"CD14+ Mono","CCL3"
"NRG1",2.93517202320516e-67,0.800926570841148,0.151,0.003,4.02529491262355e-63,"CD14+ Mono","NRG1"
"TNFAIP2",9.52220820486002e-67,1.21748812646036,0.236,0.027,1.3058756332145e-62,"CD14+ Mono","TNFAIP2"
"IL1B",2.27227648449969e-65,1.51626085157453,0.263,0.037,3.11619997084288e-61,"CD14+ Mono","IL1B"
"CSTA",2.30719789041479e-65,0.908120386342891,0.187,0.013,3.16409118691484e-61,"CD14+ Mono","CSTA"
"S100A10.1",2.75166669527692e-65,1.15880815045359,0.839,0.595,3.77363570590277e-61,"CD14+ Mono","S100A10"
"FGL2.1",1.35714651775548e-63,1.46388236184435,0.35,0.076,1.86119073444987e-59,"CD14+ Mono","FGL2"
"HCK.1",4.48001431180006e-63,1.0640857913276,0.393,0.095,6.14389162720261e-59,"CD14+ Mono","HCK"
"SLC11A1.1",8.12545885129978e-63,1.06935637288496,0.281,0.047,1.11432542686725e-58,"CD14+ Mono","SLC11A1"
"MPEG1.1",3.06088110564335e-62,1.15400792738612,0.316,0.062,4.19769234827929e-58,"CD14+ Mono","MPEG1"
"SERF2.1",1.32238655858455e-61,0.815105351854275,0.957,0.833,1.81352092644285e-57,"CD14+ Mono","SERF2"
"PILRA.1",1.45982542821936e-61,0.954282913406191,0.332,0.067,2.00200459226003e-57,"CD14+ Mono","PILRA"
"MARCO",1.65679447940829e-61,0.774897690112635,0.167,0.01,2.27212794906052e-57,"CD14+ Mono","MARCO"
"LINC00936.1",1.70708448496211e-61,1.59736758187771,0.556,0.215,2.34109566267703e-57,"CD14+ Mono","LINC00936"
"CTSD.1",1.92995834009994e-61,1.27149801690932,0.515,0.18,2.64674486761306e-57,"CD14+ Mono","CTSD"
"PGD.1",3.39633820228958e-61,1.13482539885864,0.33,0.071,4.65773821061993e-57,"CD14+ Mono","PGD"
"MAFB.1",8.76001547945896e-61,1.34918975066428,0.289,0.053,1.201348522853e-56,"CD14+ Mono","MAFB"
"APLP2.1",2.99003662380064e-59,1.17303438529147,0.407,0.111,4.1005362258802e-55,"CD14+ Mono","APLP2"
"EIF4EBP1.1",3.34637293860767e-59,1.06432256478342,0.336,0.076,4.58921584800655e-55,"CD14+ Mono","EIF4EBP1"
"MGST1",4.34781928239638e-59,0.766257725119914,0.138,0.004,5.9625993638784e-55,"CD14+ Mono","MGST1"
"TIMP1.1",4.92430006035274e-59,1.04076483332619,0.625,0.259,6.75318510276775e-55,"CD14+ Mono","TIMP1"
"PRELID1.1",1.80761264479125e-58,1.20535534482812,0.729,0.407,2.47895998106672e-54,"CD14+ Mono","PRELID1"
"NFKBIA.1",3.57230105381965e-58,1.28093572886561,0.713,0.397,4.89905366520827e-54,"CD14+ Mono","NFKBIA"
